,date,incidents,n_killed,n_injured,year
1508,2017-08-27,180,53,91,2014
1509,2017-08-28,160,40,68,2014
1510,2017-08-29,170,38,73,2014
1511,2017-08-30,152,31,86,2014
1512,2017-08-31,158,46,79,2014
1513,2017-09-01,162,39,84,2014
1514,2017-09-02,143,32,77,2014
1515,2017-09-03,206,52,122,2014
1516,2017-09-04,172,51,95,2014
1517,2017-09-05,142,41,68,2014
1518,2017-09-06,130,32,68,2014
1519,2017-09-07,133,23,70,2014
1520,2017-09-08,129,30,55,2014
1521,2017-09-09,160,34,90,2014
1522,2017-09-10,126,57,76,2014
1523,2017-09-11,135,32,65,2014
1524,2017-09-12,166,38,71,2014
1525,2017-09-13,140,30,59,2014
1526,2017-09-14,158,35,67,2014
1527,2017-09-15,160,43,69,2014
1528,2017-09-16,153,39,113,2014
1529,2017-09-17,194,49,137,2014
1530,2017-09-18,159,34,87,2014
1531,2017-09-19,170,52,71,2014
1532,2017-09-20,173,40,79,2014
1533,2017-09-21,162,38,82,2014
1534,2017-09-22,162,34,86,2014
1535,2017-09-23,188,54,119,2014
1536,2017-09-24,206,42,141,2014
1537,2017-09-25,162,40,75,2014
1538,2017-09-26,149,42,83,2014
1539,2017-09-27,164,35,83,2014
1540,2017-09-28,143,32,73,2014
1541,2017-09-29,181,45,115,2014
1542,2017-09-30,162,51,93,2014
1543,2017-10-01,171,113,593,2014
1544,2017-10-02,164,32,72,2014
1545,2017-10-03,170,36,82,2014
1546,2017-10-04,172,43,96,2014
1547,2017-10-05,165,39,86,2014
1548,2017-10-06,163,48,87,2014
1549,2017-10-07,175,46,99,2014
1550,2017-10-08,179,50,109,2014
1551,2017-10-09,160,23,103,2014
1552,2017-10-10,162,38,99,2014
1553,2017-10-11,133,42,47,2014
1554,2017-10-12,146,37,76,2014
1555,2017-10-13,167,32,70,2014
1556,2017-10-14,197,49,96,2014
1557,2017-10-15,168,43,107,2014
1558,2017-10-16,154,39,85,2014
1559,2017-10-17,138,24,78,2014
1560,2017-10-18,174,41,87,2014
1561,2017-10-19,157,40,63,2014
1562,2017-10-20,175,39,87,2014
1563,2017-10-21,220,61,145,2014
1564,2017-10-22,167,45,102,2014
1565,2017-10-23,168,58,78,2014
1566,2017-10-24,144,40,58,2014
1567,2017-10-25,174,45,79,2014
1568,2017-10-26,181,42,85,2014
1569,2017-10-27,158,33,91,2014
1570,2017-10-28,178,56,106,2014
1571,2017-10-29,191,48,114,2014
1572,2017-10-30,145,37,59,2014
1573,2017-10-31,185,45,92,2014
1574,2017-11-01,182,43,78,2014
1575,2017-11-02,142,46,67,2014
1576,2017-11-03,167,40,85,2014
1577,2017-11-04,186,46,104,2014
1578,2017-11-05,199,93,117,2014
1579,2017-11-06,130,38,67,2014
1580,2017-11-07,160,35,79,2014
1581,2017-11-08,144,38,62,2014
1582,2017-11-09,137,44,61,2014
1583,2017-11-10,146,51,78,2014
1584,2017-11-11,164,52,90,2014
1585,2017-11-12,171,52,112,2014
1586,2017-11-13,175,49,81,2014
1587,2017-11-14,156,31,87,2014
1588,2017-11-15,142,32,59,2014
1589,2017-11-16,151,37,83,2014
1590,2017-11-17,141,34,54,2014
1591,2017-11-18,187,54,84,2014
1592,2017-11-19,175,53,92,2014
1593,2017-11-20,129,37,52,2014
1594,2017-11-21,154,29,62,2014
1595,2017-11-22,142,28,70,2014
1596,2017-11-23,133,44,65,2014
1597,2017-11-24,170,52,94,2014
1598,2017-11-25,180,49,114,2014
1599,2017-11-26,185,46,89,2014
1600,2017-11-27,181,52,75,2014
1601,2017-11-28,158,33,66,2014
1602,2017-11-29,172,36,76,2014
1603,2017-11-30,143,30,74,2014
1604,2017-12-01,161,40,70,2014
1605,2017-12-02,168,46,95,2014
1606,2017-12-03,154,44,92,2014
1607,2017-12-04,138,46,51,2014
1608,2017-12-05,151,36,63,2014
1609,2017-12-06,146,27,71,2014
1610,2017-12-07,155,39,57,2014
1611,2017-12-08,131,30,57,2014
1612,2017-12-09,141,44,82,2014
1613,2017-12-10,154,44,88,2014
1614,2017-12-11,174,52,75,2014
1615,2017-12-12,151,42,58,2014
1616,2017-12-13,168,43,75,2014
1617,2017-12-14,118,28,55,2014
1618,2017-12-15,130,42,54,2014
1619,2017-12-16,164,45,86,2014
1620,2017-12-17,170,46,79,2014
1621,2017-12-18,153,35,63,2014
1622,2017-12-19,186,43,98,2014
1623,2017-12-20,159,43,66,2014
1624,2017-12-21,151,36,68,2014
1625,2017-12-22,169,56,77,2014
1626,2017-12-23,157,49,85,2014
1627,2017-12-24,133,43,78,2014
1628,2017-12-25,119,42,48,2014
1629,2017-12-26,151,49,74,2014
1630,2017-12-27,135,26,57,2014
1631,2017-12-28,119,49,51,2014
1632,2017-12-29,119,29,54,2014
1633,2017-12-30,145,39,68,2014
1634,2017-12-31,152,55,74,2014
1635,2018-01-01,242,73,113,2014
1636,2018-01-02,109,24,54,2014
1637,2018-01-03,134,42,58,2014
1638,2018-01-04,126,31,68,2014
1639,2018-01-05,137,42,62,2014
1640,2018-01-06,150,66,65,2014
1641,2018-01-07,154,53,91,2014
1642,2018-01-08,133,43,62,2014
1643,2018-01-09,162,37,72,2014
1644,2018-01-10,149,28,48,2014
1645,2018-01-11,193,62,102,2014
1646,2018-01-12,172,48,90,2014
1647,2018-01-13,153,39,79,2014
1648,2018-01-14,152,34,88,2014
1649,2018-01-15,155,34,81,2014
1650,2018-01-16,133,30,55,2014
1651,2018-01-17,143,41,60,2014
1652,2018-01-18,149,30,62,2014
1653,2018-01-19,149,32,49,2014
1654,2018-01-20,190,57,93,2014
1655,2018-01-21,191,44,108,2014
1656,2018-01-22,145,44,80,2014
1657,2018-01-23,168,56,83,2014
1658,2018-01-24,186,36,79,2014
1659,2018-01-25,176,42,88,2014
1660,2018-01-26,187,40,84,2014
1661,2018-01-27,172,45,100,2014
1662,2018-01-28,188,61,92,2014
1663,2018-01-29,146,34,69,2014
1664,2018-01-30,137,42,62,2014
1665,2018-01-31,145,34,68,2014
1666,2018-02-01,158,46,62,2014
1667,2018-02-02,137,41,53,2014
1668,2018-02-03,153,53,80,2014
1669,2018-02-04,122,30,61,2014
1670,2018-02-05,146,34,66,2014
1671,2018-02-06,159,47,55,2014
1672,2018-02-07,126,31,68,2014
1673,2018-02-08,149,43,66,2014
1674,2018-02-09,129,37,55,2014
1675,2018-02-10,148,51,52,2014
1676,2018-02-11,133,40,52,2014
1677,2018-02-12,117,30,53,2014
1678,2018-02-13,137,36,59,2014
1679,2018-02-14,141,49,76,2014
1680,2018-02-15,147,43,46,2014
1681,2018-02-16,153,37,72,2014
1682,2018-02-17,141,48,81,2014
1683,2018-02-18,162,39,77,2014
1684,2018-02-19,165,42,57,2014
1685,2018-02-20,165,44,58,2014
1686,2018-02-21,154,27,50,2014
1687,2018-02-22,136,34,32,2014
1688,2018-02-23,170,37,65,2014
1689,2018-02-24,166,31,100,2014
1690,2018-02-25,155,42,67,2014
1691,2018-02-26,143,42,43,2014
1692,2018-02-27,150,31,55,2014
1693,2018-02-28,162,26,52,2014
1694,2018-03-01,160,33,48,2014
1695,2018-03-02,141,41,50,2014
1696,2018-03-03,124,29,64,2014
1697,2018-03-04,157,32,67,2014
1698,2018-03-05,191,51,61,2014
1699,2018-03-06,145,29,65,2014
1700,2018-03-07,151,34,58,2014
1701,2018-03-08,135,24,61,2014
1702,2018-03-09,137,37,65,2014
1703,2018-03-10,157,43,66,2014
1704,2018-03-11,145,36,73,2014
1705,2018-03-12,175,46,79,2014
1706,2018-03-13,146,21,65,2014
1707,2018-03-14,180,52,55,2014
1708,2018-03-15,165,25,72,2014
1709,2018-03-16,125,30,52,2014
1710,2018-03-17,178,36,104,2014
1711,2018-03-18,198,40,98,2014
1712,2018-03-19,154,31,61,2014
1713,2018-03-20,150,36,64,2014
1714,2018-03-21,151,38,70,2014
1715,2018-03-22,169,29,69,2014
1716,2018-03-23,127,31,51,2014
1717,2018-03-24,185,49,95,2014
1718,2018-03-25,172,48,80,2014
1719,2018-03-26,147,30,81,2014
1720,2018-03-27,135,18,57,2014
1721,2018-03-28,175,42,69,2014
1722,2018-03-29,131,33,69,2014
1723,2018-03-30,114,41,49,2014
1724,2018-03-31,132,53,75,2014
